Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.86 1152096/1152096     std::future<decltype ({parm#1}())> Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}) [6]
[23]    11.4    0.01    0.86 1152096         std::shared_ptr<std::packaged_task<void ()> > std::make_shared<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [23]
                0.04    0.79 1158811/1158811     std::shared_ptr<std::packaged_task<void ()> > std::allocate_shared<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::allocator<std::packaged_task<void ()> > const&, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [24]
                0.00    0.01 1153553/1703820     std::allocator<std::packaged_task<void ()> >::allocator() [358]
                0.01    0.00 1158825/6755659     std::allocator<std::packaged_task<void ()> >::~allocator() [314]
                0.00    0.00 1149049/21992229     Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>::type&) [435]
-----------------------------------------------
                0.04    0.79 1158811/1158811     std::shared_ptr<std::packaged_task<void ()> > std::make_shared<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [23]
[24]    11.0    0.04    0.79 1158811         std::shared_ptr<std::packaged_task<void ()> > std::allocate_shared<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::allocator<std::packaged_task<void ()> > const&, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [24]
                0.01    0.78 1160281/1160281     std::shared_ptr<std::packaged_task<void ()> >::shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [26]
                0.00    0.00 1158282/21992229     Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>::type&) [435]
-----------------------------------------------
                0.02    0.79  549150/549150      Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int) [5]
[25]    10.7    0.02    0.79  549150         std::future<decltype ({parm#1}())> Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}) [25]
                0.00    0.39  550158/550158      std::shared_ptr<std::packaged_task<void ()> > std::make_shared<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [48]
                0.00    0.13  527365/527365      decltype(auto) std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::emplace<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}>(Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&&) [134]
                0.01    0.11  443575/1584486     std::packaged_task<void ()>::get_future() [47]
                0.00    0.06  535037/1008520     Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}::~future() [159]
                0.00    0.04  430087/4855539     std::shared_ptr<std::packaged_task<void ()> >::~shared_ptr() [39]
                0.00    0.01  537747/1697403     std::shared_ptr<std::packaged_task<void ()> >::shared_ptr(std::shared_ptr<std::packaged_task<void ()> > const&) [232]
                0.01    0.01  536463/5408717     std::unique_lock<std::mutex>::unique_lock(std::mutex&) [133]
                0.00    0.01  470382/1631442     std::__shared_ptr_access<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [283]
                0.00    0.01  534814/5615318     std::unique_lock<std::mutex>::~unique_lock() [153]
                0.00    0.00  549252/549252      std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>::type&& std::move<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&) [922]
-----------------------------------------------
                0.01    0.78 1160281/1160281     std::shared_ptr<std::packaged_task<void ()> > std::allocate_shared<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::allocator<std::packaged_task<void ()> > const&, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [24]
[26]    10.5    0.01    0.78 1160281         std::shared_ptr<std::packaged_task<void ()> >::shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [26]
                0.01    0.77 1159412/1159412     std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [28]
                0.00    0.00 1158955/21992229     Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>::type&) [435]
-----------------------------------------------
                0.00    0.00    4600/6609718     Math::Matrix::Matrix(std::vector<double, std::allocator<double> > const&, bool) [679]
                0.00    0.02  226605/6609718     Math::Matrix::operator*=(Math::Matrix const&) [14]
                0.00    0.03  263452/6609718     Math::Matrix::Matrix(int, int, std::vector<double, std::allocator<double> > const&) [309]
                0.02    0.22 2023062/6609718     Math::Matrix::operator=(Math::Matrix const&) [75]
                0.05    0.44 4091999/6609718     Math::Matrix::Matrix(Math::Matrix const&) [33]
[27]    10.3    0.08    0.70 6609718         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [27]
                0.05    0.30 5199570/5199570     double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [56]
                0.01    0.09 1438466/1438466     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [162]
                0.05    0.00 6636216/6636216     std::vector<double, std::allocator<double> >::capacity() const [273]
                0.01    0.03 5214506/12378430     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [170]
                0.03    0.01 6640808/7063746     std::vector<double, std::allocator<double> >::end() const [292]
                0.01    0.02 5217630/12385191     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [217]
                0.03    0.00 8073607/9549935     std::vector<double, std::allocator<double> >::size() const [339]
                0.01    0.01 6639109/7061657     std::vector<double, std::allocator<double> >::begin() const [355]
                0.02    0.00 6650367/21191045     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [227]
                0.01    0.00 1443286/1443286     void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&) [448]
                0.01    0.00 1440236/1470787     std::vector<double, std::allocator<double> >::end() [470]
                0.01    0.00 1439725/1500824     std::vector<double, std::allocator<double> >::begin() [469]
                0.00    0.00 6618956/6618956     __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [812]
-----------------------------------------------
                0.01    0.77 1159412/1159412     std::shared_ptr<std::packaged_task<void ()> >::shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [26]
[28]    10.3    0.01    0.77 1159412         std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [28]
                0.01    0.76 1156185/1156185     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::packaged_task<void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [29]
                0.00    0.00 1157459/21992229     Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>::type&) [435]
                0.00    0.00 1162525/1703542     std::enable_if<!std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<std::packaged_task<void ()>, void>::value, void>::type std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<std::packaged_task<void ()>, std::packaged_task<void ()> >(std::packaged_task<void ()>*) [847]
-----------------------------------------------
                0.01    0.76 1156185/1156185     std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [28]
